ID ,Reference_number,Month_start,Year_start,Month_finish,Year_finish,Total_of_months,Sampling_habitat,Sampling_design,Effort,Method ,Trap_size,Strata_sampling,Order,Genus, Species_name_on_paper, Actual_species_name,Species_origin,Individuals_captured,Abundance_(ind/trap-nights),Voucher_Specimens
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,9,0.714285714,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,2,0.158730159,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,25,1.984126984,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,9,0.714285714,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Oligoryzomys,Oligoryzomys nigripes,Oligoryzomys nigripes,Native,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Euryzygomatomys,Euryzygomatomys spinosus,Euryzygomatomys spinosus ,Native,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Phyllomys,Phyllomys pattoni,Phyllomys pattoni,Native,1,0.079365079,Yes
sm241,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,1,0.079365079,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,1,0.111111111,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,6,0.666666667,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,2,0.222222222,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,3,0.333333333,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,30,3.333333333,Yes
sm241,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,2,0.222222222,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,1,0.111111111,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,3,0.333333333,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,10,1.111111111,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,5,0.555555556,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,2,0.222222222,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.111111111,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,21,2.333333333,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,4,0.444444444,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Oecomys,Oecomys catherinae,Oecomys catherinae,Native,3,0.333333333,Yes
sm242,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,6,0.666666667,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,3,0.238095238,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,5,0.396825397,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,3,0.238095238,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,8,0.634920635,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,2,0.158730159,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,15,1.19047619,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,16,1.26984127,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,4,0.317460317,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.079365079,Yes
sm243,113,November,1981,October,1982,12,Interior,Linear transect,1260,Live traps,L,Ground,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,15,1.19047619,Yes
sm243,113,May,2006,December,2007,20,Interior,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,3,0.333333333,Yes
sm243,113,May,2006,December,2007,20,Interior,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,4,0.444444444,Yes
sm243,113,May,2006,December,2007,20,Interior,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,3,0.333333333,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,7,0.555555556,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,1,0.079365079,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,3,0.238095238,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,4,0.317460317,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.079365079,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,2,0.158730159,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,9,0.714285714,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,1,0.079365079,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,2,0.158730159,Yes
sm244,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,10,0.793650794,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,2,0.222222222,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,6,0.666666667,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.111111111,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,4,0.444444444,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,6,0.666666667,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,7,0.777777778,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,6,0.666666667,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,1,0.111111111,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,12,1.333333333,Yes
sm245,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,5,0.555555556,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,4,0.317460317,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,1,0.079365079,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,4,0.317460317,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,13,1.031746032,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.079365079,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.079365079,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,10,0.793650794,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,44,3.492063492,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,1,0.079365079,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,1,0.079365079,Yes
sm246,113,November,1981,October,1982,12,Interior and Edge,Linear transect,1260,Live traps,L,Ground,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,1,0.079365079,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,3,0.333333333,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.111111111,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,1,0.111111111,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,4,0.444444444,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,3,0.333333333,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,5,0.555555556,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,1,0.111111111,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Rhipidomys,Rhipidomys mastacalis,Rhipidomys mastacalis,Native,1,0.111111111,Yes
sm247,113,May,2006,December,2007,20,Interior and Edge,Linear transect,900,Live traps,M/L,Ground and understory,Rodentia,Trinomys,Trinomys paratus,Trinomys paratus,Native,2,0.222222222,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,57,2.543507363,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,53,2.365015618,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.044622936,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Micoureus travassosi,Marmosa paraguayana,Native,21,0.93708166,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Gracilinanus,Gracilinanus microtarsus,Gracilinanus microtarsus,Native,1,0.044622936,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,1,0.044622936,Yes
sm248,114,January,2000,December,2001,24,Interior and Edge,Linear transect,2241,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Monodelphis,Monodelphis americana,Monodelphis americana,Native,1,0.044622936,Yes
sm249,114,January,2000,December,2001,24,Interior and Edge,Linear transect,953,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,2,0.209863589,Yes
sm249,114,January,2000,December,2001,24,Interior and Edge,Linear transect,953,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,21,2.203567681,Yes
sm249,114,January,2000,December,2001,24,Interior and Edge,Linear transect,953,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,57,5.981112277,Yes
sm249,114,January,2000,December,2001,24,Interior and Edge,Linear transect,953,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Micoureus travassosi,Marmosa paraguayana,Native,18,1.888772298,Yes
sm250,114,January,2000,December,2001,24,Interior and Edge,Linear transect,110,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,1,0.909090909,Yes
sm250,114,January,2000,December,2001,24,Interior and Edge,Linear transect,110,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,1,0.909090909,Yes
sm250,114,January,2000,December,2001,24,Interior and Edge,Linear transect,110,Live traps,M/L,Ground understory and canopy,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,1,0.909090909,Yes
sm251,114,January,2000,December,2001,24,Interior and Edge,Linear transect,27,Live traps,M/L,Ground understory and canopy,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,4,14.81481481,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Didelphimorphia,Didelphis,Didelphis albiventris,Didelphis albiventris,Native,8,2.083333333,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Akodon,Akodon sp.,Akodon sp.,Native,6,1.5625,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Delomys,Delomys dorsalis,Delomys dorsalis,Native,1,0.260416667,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,1,0.260416667,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Oligoryzomys,Oligoryzomys sp.,Oligoryzomys sp.,Native,5,1.302083333,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Sooretamys,Oryzomys angouya,Sooretamys angouya,Native,1,0.260416667,Yes
sm252,115,October,1999,November,1999,2,Interior and Edge,Linear transect,384,Live traps,M/L,Ground,Rodentia,Euryoryzomys,Euryoryzomys russatus,Euryoryzomys russatus,Native,2,0.520833333,Yes
sm253,115,September,2001,September,2001,1,Interior and Edge,Linear transect,167,Live traps,M,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,6,3.592814371,Yes
sm253,115,September,2001,September,2001,1,Interior and Edge,Linear transect,167,Live traps,M,Ground,Rodentia,Akodon,Akodon sp.,Akodon sp.,Native,5,2.994011976,Yes
sm253,115,September,2001,September,2001,1,Interior and Edge,Linear transect,167,Live traps,M,Ground,Rodentia,Oligoryzomys,Oligoryzomys sp.,Oligoryzomys sp.,Native,4,2.395209581,Yes
sm254,115,May,2002,July,2003,3,Interior and Edge,Linear transect,493,Live traps,S/M,Ground,Didelphimorphia,Marmosa,Micoureus paraguayanus,Marmosa paraguayana,Native,1,0.202839757,Yes
sm254,115,May,2002,July,2003,3,Interior and Edge,Linear transect,493,Live traps,S/M,Ground,Didelphimorphia,Philander,Philander frenatus,Philander frenatus,Native,2,0.405679513,Yes
sm254,115,May,2002,July,2003,3,Interior and Edge,Linear transect,493,Live traps,S/M,Ground,Rodentia,Akodon,Akodon sp.,Akodon sp.,Native,1,0.202839757,Yes
sm254,115,May,2002,July,2003,3,Interior and Edge,Linear transect,493,Live traps,S/M,Ground,Rodentia,Juliomys,Juliomys sp.,Juliomys sp.,Native,1,0.202839757,Yes
sm254,115,May,2002,July,2003,3,Interior and Edge,Linear transect,493,Live traps,S/M,Ground,Rodentia,Oligoryzomys,Oligoryzomys sp.,Oligoryzomys sp.,Native,1,0.202839757,Yes
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Caluromys,Caluromys philander,Caluromys philander,Native,3,0.011538462,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis albiventris,Didelphis albiventris,Native,77,0.296153846,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita,Didelphis aurita,Native,26,0.1,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa demerarae,Native,43,0.165384615,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Marmosa,Marmosa murina,Marmosa murina,Native,43,0.165384615,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus,Metachirus nudicaudatus,Native,21,0.080769231,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Didelphimorphia,Monodelphis,Monodelphis domestica,Monodelphis domestica,Native,10,0.038461538,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,36,0.138461538,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Cerradomys,Cerradomys langguthi,Cerradomys langguthi,Native,3,0.011538462,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Nectomys,Nectomys rattus,Nectomys rattus,Native,24,0.092307692,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Mus,Mus musculus,Mus musculus,Invasive,1,0.003846154,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Rattus,Rattus rattus,Rattus rattus,Invasive,9,0.034615385,NA
sm255,116,December,2007,March,2009,16,Interior and Edge,Grid,26000,Live traps,S/M/L,Ground and understory,Rodentia,Thrichomys,Thrichomys laurentius,Thrichomys laurentius,Native,100,0.384615385,NA
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Rhipidomys,Rhipidomys mastacalis,Rhipidomys mastacalis,Native,3,0.3,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Oligoryzomys,Oligoryzomys sp.,Oligoryzomys sp.,Native,3,0.3,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Hylaeamys,Oryzomys laticeps ,Hylaeamys seuanezi,Native,9,0.9,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Akodon,Akodon cursor,Akodon cursor,Native,NA,0.9,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,1,0.1,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,1,0.1,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita ,Didelphis aurita,Native,1,0.1,Yes
sm256,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus ,Metachirus nudicaudatus,Native,1,0.1,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Rhipidomys,Rhipidomys mastacalis,Rhipidomys mastacalis,Native,1,0.1,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Hylaeamys,Oryzomys laticeps ,Hylaeamys seuanezi,Native,3,0.3,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Oxymycterus,Oxymycterus dasytrichus,Oxymycterus dasytrichus,Native,2,0.2,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Trinomys,Trinomys iheringi denigratus,Trinomys setosus,Native,4,0.4,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosops,Marmosops incanus,Marmosops incanus,Native,5,0.5,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Marmosa,Micoureus demerarae,Marmosa paraguayana,Native,1,0.1,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Didelphis,Didelphis aurita ,Didelphis aurita,Native,2,0.2,Yes
sm257,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Didelphimorphia,Metachirus,Metachirus nudicaudatus ,Metachirus nudicaudatus,Native,1,0.1,Yes
sm258,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Hylaeamys,Oryzomys laticeps ,Hylaeamys seuanezi,Native,2,0.2,Yes
sm258,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Euryoryzomys,Oryzomys russatus,Euryoryzomys russatus,Native,2,0.2,Yes
sm258,21,March,1999,December,2001,34,Interior and Edge,Linear transect,1000,Live traps,M/L,Ground and understory,Rodentia,Nectomys,Nectomys squamipes,Nectomys squamipes,Native,1,0.1,Yes
